part_id,vehicle_id,fitment,adapter_notes,source_url,confidence,evidence
ko-swingarm-surron-plus50,segway-x160,platform,"Named by ECR/Darwin, not the short official KO page",https://parts.electriccyclerider.com/products/ko-moto-swing-arm-upgrade,medium,"ECR fitment: Sur Ron LBX, Segway X260, Segway X160"
luna-talaria-cnc-sprocket-54t,segway-x160,direct,MX3/MX4 chain chart; XXX subtract 4 links. 54T = 110 links on MX3/MX4.,https://lunacycle.com/talaria-cnc-sprocket-42-64-tooth/,high,"Luna: Fits Talaria (all models), Sur-Ron light bee x and Segway 260/160"
shinko-241-275-19,segway-x160,platform,19in front/rear size; confirm rim width. Sold each.,https://revrides.com/products/shinko-241-for-surron-e-ride-pro-talaria-and-more,medium,REVRides fitment list includes these e-moto models; size 2.75-19 PN 87-4446
shinko-241-300-16,segway-x160,platform,16in rear — typically a 19/16 conversion not stock 19/19 Ultra Bee,https://revrides.com/products/shinko-241-for-surron-e-ride-pro-talaria-and-more,medium,REVRides same platform list; size 3.00-16 PN 87-4441
volar-sport-full-brake-kit,segway-x160,adapter,Order Surron vs Talaria fitment. E-Ride SS 2.0 older RST fork has own adapter; Fastace uses Surron. 14-21in wheels.,https://revrides.com/products/volar-sport-full-brake-kit-front-rear-for-e-ride-pro-sur-ron-talaria-more,high,REVRides bike fitment list names these platforms and Surron vs Talaria mount brackets
warp9-220mm-caliper-adapter,segway-x160,platform,Dealer fitment list; official page does not enumerate these,https://revrides.com/products/warp-9-220mm-rear-brake-rotor-adapter,medium,REVRides fitment list for Warp 9 220mm rear adapter
warp9-rear-420-sprocket-54t,segway-x160,direct,54T needs ~110-link chain; stock chain only to 48T,https://gritshift.com/products/warp-9-e-bike-rear-sprocket,high,"GritShift fitment: Sur Ron LBX/S, Segway X160/X260, Talaria MX3/MX4, XXX, E Ride Pro-S/SS/2.0, 79Bike Falcon Pro/GT, Rawr Mantis X/Pro"
warp9-rear-420-sprocket-58t,segway-x160,direct,58T typically ~112-link on LBX/Sting,https://gritshift.com/products/warp-9-e-bike-rear-sprocket,high,"GritShift fitment: Sur Ron LBX/S, Segway X160/X260, Talaria MX3/MX4, XXX, E Ride Pro-S/SS/2.0, 79Bike Falcon Pro/GT, Rawr Mantis X/Pro"
warp9-rear-420-sprocket-64t,segway-x160,direct,64T typically ~116-link on LBX/Sting,https://gritshift.com/products/warp-9-e-bike-rear-sprocket,high,"GritShift fitment: Sur Ron LBX/S, Segway X160/X260, Talaria MX3/MX4, XXX, E Ride Pro-S/SS/2.0, 79Bike Falcon Pro/GT, Rawr Mantis X/Pro"
domino-potentiometer-throttle-plug-and-play-diy,segway-x260,platform,,https://chargedcycleworks.com/products/domino-potentiometer-throttle-with-oem-surron-segway-connector,medium,shared Light Bee / X260 platform
dunlop-mx33-70-100-19,segway-x260,platform,Verify crown/swingarm clearance,https://revrides.com/products/dunlop-geo-max-mx33-for-surron-e-ride-pro-talaria-and-more,medium,REVRides MX33 page fitment list; 70/100-19 called out as e-moto size
dunlop-mx33-90-100-16,segway-x260,platform,16in rear conversion size,https://revrides.com/products/dunlop-geo-max-mx33-for-surron-e-ride-pro-talaria-and-more,medium,REVRides MX33 page lists 90/100-16 among e-moto sizes
ebmx-extended-swingarm,segway-x260,platform,Official EBMX copy names Segway X160/X260 with Light Bee,https://www.ebmx.com/shop/ebmx-swingarm-4694,high,EBMX: designed specifically for SurRon Light Bee / Segway X160/X260 and E Ride Pro 2.0
ebmx-x-9000-controller-race-harness-for-light-bee,segway-x260,platform,,https://chargedcycleworks.com/products/x-9000-controller-race-harness-for-light-bee,medium,shared Light Bee / X260 platform
ebmx-x-9000-controller-sw102-display-v2,segway-x260,platform,,https://chargedcycleworks.com/products/x-9000-controller-race-harness-for-light-bee,medium,shared Light Bee / X260 platform
ebmx-x-9000-v3,segway-x260,platform,,https://chargedcycleworks.com/products/ebmx-x-9000-controller-air-cooled-heat-sink-1,medium,shared Light Bee / X260 platform
ebmx-xlb-60-mount-bashguard-and-harness-light-bee,segway-x260,platform,,https://chargedcycleworks.com/products/ebmx-xlb-60-mount-bashguard-and-harness-set-for-light-bee,medium,shared Light Bee / X260 platform
etm-rtr-oem-throttle-with-grips,segway-x260,direct,,https://chargedcycleworks.com/products/etm-rtr-oem-throttle,high,Compatible Models: Segway X260
ewatt-60-v-53-ah-light-bee,segway-x260,platform,,,medium,shared Light Bee / X260 platform
ewatt-60-v-65-ah-light-bee,segway-x260,platform,,,medium,shared Light Bee / X260 platform
ewatt-72-v-42-ah-sur-ron-lbx,segway-x260,direct,,,high,Compatible Models: Segway X260
ewatt-72-v-63-ah-light-bee,segway-x260,direct,,,high,Compatible Models: Segway X260
ewatt-74-v-45-ah-light-bee,segway-x260,direct,,,high,Compatible Models: Segway X160/X260
ext-ferro-fork-for-light-bee-and-talaria-sting,segway-x260,platform,,https://chargedcycleworks.com/products/ext-ferro-fork-for-surron-light-bee-and-talaria-sting-copy,medium,shared Light Bee / X260 platform
fastace-four-piston-kit,segway-x260,platform,Power-off sensor only on Talaria MX3/MX4; others without cut-off,https://eoffroadparts.com/products/hydraulic-disc-brakes-kit-for-talaria-mx3-r-mx4-xxx-segway-x160-x260-sur-ron-light-bee-x-79-bikes-e-ride-pro-ss,medium,"Listing: Talaria MX3/MX4/XXX, Light Bee X, X160/X260, 79Bike Falcon M, E Ride Pro-SS"
gritshift-heavy-hitter-lightning-stop,segway-x260,adapter,Bracket+rotor only; needs Brembo P32/P34 + Magura/Brembo master. Talaria spacer included.,https://revrides.com/products/heavy-hitter-lightning-stop-mx-conversion-big-brake-kit,medium,"REVRides fitment: Sur Ron LBX, Segway X260/X160, Talaria MX3/MX4/XXX, Eride Pro/SS, 79bike Falcon-M"
kke-35-mm-upgraded-5-5-version-front-fork,segway-x260,platform,,https://chargedcycleworks.com/products/kke-35mm-upgraded-5-5-version-front-suspension-fork-fit-surron-light-bee-e-ride-pro-ss-talaria-sting-mx3-mx4-r-collective,medium,shared Light Bee / X260 platform
kke-37-mm-aluminum-front-fork-suspension-kit,segway-x260,platform,,https://chargedcycleworks.com/products/kke-37mm-aluminum-front-fork-suspension-kit-fit-surron-light-bee-e-ride-pro-ss-talaria-sting-mx3-mx4-r-collective,medium,shared Light Bee / X260 platform
kke-modified-rear-suspension-shock,segway-x260,platform,,https://chargedcycleworks.com/products/kke-brand-new-modified-rear-suspension-shock-for-surron-light-bee-x-2019-2024-collective,medium,shared Light Bee / X260 platform
kke-upgraded-kke-suspension-forks-light-bee-version-gold,segway-x260,platform,,https://chargedcycleworks.com/products/upgraded-kke-suspension-forks-for-surron-light-bee,medium,shared Light Bee / X260 platform
ko-big-block-lbx-x260,segway-x260,direct,Only shop title evidence; product page 404,https://www.ko-moto.com/shop,medium,Shop title: Big Block Motor for the Surron LBX and Segway 260
ko-swingarm-surron-plus50,segway-x260,platform,"Named by ECR/Darwin, not the short official KO page",https://parts.electriccyclerider.com/products/ko-moto-swing-arm-upgrade,medium,"ECR fitment: Sur Ron LBX, Segway X260, Segway X160"
luna-talaria-cnc-sprocket-54t,segway-x260,direct,MX3/MX4 chain chart; XXX subtract 4 links. 54T = 110 links on MX3/MX4.,https://lunacycle.com/talaria-cnc-sprocket-42-64-tooth/,high,"Luna: Fits Talaria (all models), Sur-Ron light bee x and Segway 260/160"
nab-72v-42ah-street-pack-battery-for-surron-light-bee,segway-x260,platform,,,medium,shared Light Bee / X260 platform
nab-72v-57ah-expedition-battery-for-surron-light-bee,segway-x260,platform,,,medium,shared Light Bee / X260 platform
shinko-241-275-19,segway-x260,platform,19in front/rear size; confirm rim width. Sold each.,https://revrides.com/products/shinko-241-for-surron-e-ride-pro-talaria-and-more,medium,REVRides fitment list includes these e-moto models; size 2.75-19 PN 87-4446
shinko-241-300-16,segway-x260,platform,16in rear — typically a 19/16 conversion not stock 19/19 Ultra Bee,https://revrides.com/products/shinko-241-for-surron-e-ride-pro-talaria-and-more,medium,REVRides same platform list; size 3.00-16 PN 87-4441
torp-full-color-display,segway-x260,direct,,https://chargedcycleworks.com/products/torp-full-color-display,high,Compatible Models: Segway X260
torp-replacement-plastic-shield-for-surron-light-bee,segway-x260,platform,,https://chargedcycleworks.com/products/torp-replacement-plastic-shield-for-surron-light-bee,medium,shared Light Bee / X260 platform
torp-surron-light-bee-replacement-wiring-loom,segway-x260,direct,,https://chargedcycleworks.com/products/replacement-wiring-loom-for-surron-light-bee,high,"e S,X,Ultra Bee,Segway X260,TM25 - support"
torp-tc1000,segway-x260,direct,,https://chargedcycleworks.com/products/torp-tc1000-controller,high,Compatible Models: Segway X260
torp-tc1000-controller-for-surron-light-bee-and-segway-x260,segway-x260,direct,,https://chargedcycleworks.com/products/torp-tc1000-controller-for-surron-light-bee-and-segway-x260-1,high,Compatible Models: Segway X260
torp-tc500,segway-x260,direct,,https://chargedcycleworks.com/products/torp-tc500-controller,high,urron Light Bee/Segway X-260; Talaria Stin
torp-tc500-controller-for-talaria-sting-mx4,segway-x260,platform,,https://chargedcycleworks.com/products/torp-tc500-controller-for-talaria-sting-mx4,medium,shared Light Bee / X260 platform
torp-thumb-throttle-for-regenerative-braking,segway-x260,direct,,https://chargedcycleworks.com/products/x-9000-controller-thumb-throttle,high,Compatible Models: Segway X260
torp-tm25,segway-x260,platform,Torp treats Light Bee / X260 as one motor platform on controllers; TM25 is LB motor replacement,https://www.torpmotors.com/help-center/,medium,Torp help: TC500 motors include SurRon Light Bee / Segway X260 and TM25
volar-sport-full-brake-kit,segway-x260,adapter,Order Surron vs Talaria fitment. E-Ride SS 2.0 older RST fork has own adapter; Fastace uses Surron. 14-21in wheels.,https://revrides.com/products/volar-sport-full-brake-kit-front-rear-for-e-ride-pro-sur-ron-talaria-more,high,REVRides bike fitment list names these platforms and Surron vs Talaria mount brackets
vtb-evo-gt-72v-50ah-for-surron-light-bee,segway-x260,platform,,,medium,shared Light Bee / X260 platform
vtb-evo-plus-72v-50ah-for-surron-light-bee,segway-x260,platform,,,medium,shared Light Bee / X260 platform
warp9-220mm-caliper-adapter,segway-x260,platform,Dealer fitment list; official page does not enumerate these,https://revrides.com/products/warp-9-220mm-rear-brake-rotor-adapter,medium,REVRides fitment list for Warp 9 220mm rear adapter
warp9-fastace-drop-crown,segway-x260,platform,Same FastAce fork + LBX steerer assumption; not named on Warp9 page,https://revrides.com/products/eride-pro-surron-talaria-drop-crown-triple-clamp-by-warp-9,medium,REVRides fitment includes Segway X260/X160 for this Warp 9 clamp
warp9-rear-420-sprocket-54t,segway-x260,direct,54T needs ~110-link chain; stock chain only to 48T,https://gritshift.com/products/warp-9-e-bike-rear-sprocket,high,"GritShift fitment: Sur Ron LBX/S, Segway X160/X260, Talaria MX3/MX4, XXX, E Ride Pro-S/SS/2.0, 79Bike Falcon Pro/GT, Rawr Mantis X/Pro"
warp9-rear-420-sprocket-58t,segway-x260,direct,58T typically ~112-link on LBX/Sting,https://gritshift.com/products/warp-9-e-bike-rear-sprocket,high,"GritShift fitment: Sur Ron LBX/S, Segway X160/X260, Talaria MX3/MX4, XXX, E Ride Pro-S/SS/2.0, 79Bike Falcon Pro/GT, Rawr Mantis X/Pro"
warp9-rear-420-sprocket-64t,segway-x260,direct,64T typically ~116-link on LBX/Sting,https://gritshift.com/products/warp-9-e-bike-rear-sprocket,high,"GritShift fitment: Sur Ron LBX/S, Segway X160/X260, Talaria MX3/MX4, XXX, E Ride Pro-S/SS/2.0, 79Bike Falcon Pro/GT, Rawr Mantis X/Pro"
warp9-steerlock-stem-lock,segway-x260,direct,Falcon S needs Warp 9 bar clamps. Two versions: fender-mount vs no-fender.,https://www.warp9racing.com/product/surron-talaria-stem-lock/,high,"Official tags: Light Bee, Segway, Sting MX3, Sting R-MX4, XXX, Falcon M/S"
domino-potentiometer-throttle-plug-and-play-diy,surron-light-bee-x,direct,,https://chargedcycleworks.com/products/domino-potentiometer-throttle-with-oem-surron-segway-connector,high,tailored for Surron Light Bee and Segway/Talaria conn
dunlop-mx33-70-100-19,surron-light-bee-x,platform,Verify crown/swingarm clearance,https://revrides.com/products/dunlop-geo-max-mx33-for-surron-e-ride-pro-talaria-and-more,medium,REVRides MX33 page fitment list; 70/100-19 called out as e-moto size
dunlop-mx33-90-100-16,surron-light-bee-x,platform,16in rear conversion size,https://revrides.com/products/dunlop-geo-max-mx33-for-surron-e-ride-pro-talaria-and-more,medium,REVRides MX33 page lists 90/100-16 among e-moto sizes
ebmx-extended-swingarm,surron-light-bee-x,direct,New longer chain required; not Sirris R38; pair with stronger shock,https://chargedcycleworks.com/products/ebmx-extended-swingarm,high,Charged compatibility: Surron Light Bee
ebmx-x-9000-controller-race-harness-for-light-bee,surron-light-bee-x,direct,,https://chargedcycleworks.com/products/x-9000-controller-race-harness-for-light-bee,high,title says er Race Harness for Light Bee
ebmx-x-9000-controller-sw102-display-v2,surron-light-bee-x,direct,,https://chargedcycleworks.com/products/x-9000-controller-race-harness-for-light-bee,medium,URL/slug: title / vendor text names this bike
ebmx-x-9000-v3,surron-light-bee-x,direct,,https://chargedcycleworks.com/products/ebmx-x-9000-controller-air-cooled-heat-sink-1,high,"patible with SurRon Light Bee,Ultra Bee; Talaria Stin"
ebmx-xlb-60-core,surron-light-bee-x,direct,X-9000 V2/V3 only; upgraded battery,https://www.ebmx.com/xlb-60-core,high,Official: XLB-60 CORE available for SurRon Light Bee
ebmx-xlb-60-mount-bashguard-and-harness-light-bee,surron-light-bee-x,direct,,https://chargedcycleworks.com/products/ebmx-xlb-60-mount-bashguard-and-harness-set-for-light-bee,high,"Surron Light Bee S/X,Ultra Bee; Talaria"
ebmx-xlb-60-race,surron-light-bee-x,direct,Upgraded battery required; X-9000 ecosystem,https://www.ebmx.com/xlb-60-race,high,Official: XLB-60 RACE is available for SurRon Light Bee
ewatt-60-v-53-ah-light-bee,surron-light-bee-x,direct,,,high,title says Battery for Surron Light Bee
ewatt-60-v-65-ah-light-bee,surron-light-bee-x,direct,,,high,title says eWatt 60 V 65 Ah (Light Bee)
ewatt-72-v-42-ah-sur-ron-lbx,surron-light-bee-x,direct,,,high,title says 72 V 42 Ah (Sur-Ron LBX)
ewatt-72-v-63-ah-light-bee,surron-light-bee-x,direct,,,high,title says eWatt 72 V 63 Ah (Light Bee)
ewatt-74-v-45-ah-light-bee,surron-light-bee-x,direct,,,high,title says eWatt 74 V 45 Ah (Light Bee)
ext-ferro-fork-for-light-bee-and-talaria-sting,surron-light-bee-x,direct,,https://chargedcycleworks.com/products/ext-ferro-fork-for-surron-light-bee-and-talaria-sting-copy,high,title says EXT Ferro Fork (for Light Bee & Talaria Sting)
fastace-four-piston-kit,surron-light-bee-x,platform,Power-off sensor only on Talaria MX3/MX4; others without cut-off,https://eoffroadparts.com/products/hydraulic-disc-brakes-kit-for-talaria-mx3-r-mx4-xxx-segway-x160-x260-sur-ron-light-bee-x-79-bikes-e-ride-pro-ss,medium,"Listing: Talaria MX3/MX4/XXX, Light Bee X, X160/X260, 79Bike Falcon M, E Ride Pro-SS"
formula-e-moto-brakes,surron-light-bee-x,direct,Mineral-oil 203/220mm bikes only; no e-brake sensor,https://chargedcycleworks.com/products/formula-e-moto-brakes,high,"Charged: Fits mineral oil bikes (Surron Light Bee, Talaria MX3/MX4, E Ride Pro S and SS 2.0)"
gritshift-heavy-hitter-lightning-stop,surron-light-bee-x,adapter,Bracket+rotor only; needs Brembo P32/P34 + Magura/Brembo master. Talaria spacer included.,https://revrides.com/products/heavy-hitter-lightning-stop-mx-conversion-big-brake-kit,medium,"REVRides fitment: Sur Ron LBX, Segway X260/X160, Talaria MX3/MX4/XXX, Eride Pro/SS, 79bike Falcon-M"
ion-18-21-surron-lbx,surron-light-bee-x,direct,Dished for moto tires on Light Bee,https://chargedcycleworks.com/products/ion-surron-light-bee-18-21-wheelset,high,Charged fitment: Surron Light Bee
kke-19-16-excel-surron-eride,surron-light-bee-x,direct,Stock disc and sprocket,https://chargedcycleworks.com/products/kke-19-16-e-moto-wheels-excel-takasago-rims-fit-surron-light-bee-x-e-ride-pro-ss-collective,high,"Charged fitment: Surron Light Bee S/X, E Ride Pro S, E Ride Pro SS 2.0, Ventus One"
kke-35-mm-upgraded-5-5-version-front-fork,surron-light-bee-x,direct,,https://chargedcycleworks.com/products/kke-35mm-upgraded-5-5-version-front-suspension-fork-fit-surron-light-bee-e-ride-pro-ss-talaria-sting-mx3-mx4-r-collective,medium,URL/slug: title / vendor text names this bike
kke-37-mm-aluminum-front-fork-suspension-kit,surron-light-bee-x,direct,,https://chargedcycleworks.com/products/kke-37mm-aluminum-front-fork-suspension-kit-fit-surron-light-bee-e-ride-pro-ss-talaria-sting-mx3-mx4-r-collective,medium,URL/slug: title / vendor text names this bike
kke-modified-rear-suspension-shock,surron-light-bee-x,direct,,https://chargedcycleworks.com/products/kke-brand-new-modified-rear-suspension-shock-for-surron-light-bee-x-2019-2024-collective,medium,product details: Designed for Light Bee X 2019-2024 - Enhanced
kke-upgraded-kke-suspension-forks-light-bee-version-gold,surron-light-bee-x,direct,,https://chargedcycleworks.com/products/upgraded-kke-suspension-forks-for-surron-light-bee,high,title says E Suspension Forks (Light Bee version) - Gold
ko-big-block-lbx-x260,surron-light-bee-x,direct,Only shop title evidence; product page 404,https://www.ko-moto.com/shop,medium,Shop title: Big Block Motor for the Surron LBX and Segway 260
ko-factory-spec-surron,surron-light-bee-x,direct,Stock Sur-Ron mounts; KO controller intended,https://www.ko-moto.com/ko-sur-ron-upgrade-motor,high,Official: will fit to your Sur-Ron using the stock mounting positions
ko-rs-surron,surron-light-bee-x,direct,Stock Sur-Ron mounts,https://www.ko-moto.com/ko-sur-ron-upgrade-motor,high,Official RS motor: stock Sur-Ron mounting positions
ko-swingarm-surron-plus50,surron-light-bee-x,direct,+50mm; longer chain; self-assembly,https://www.ko-moto.com/product-page/ko-swing-arm-upgrade-for-sur-ron,high,Official: KO Swing Arm Upgrade for Sur-Ron; 50mm additional extension vs stock
luna-talaria-cnc-sprocket-54t,surron-light-bee-x,direct,MX3/MX4 chain chart; XXX subtract 4 links. 54T = 110 links on MX3/MX4.,https://lunacycle.com/talaria-cnc-sprocket-42-64-tooth/,high,"Luna: Fits Talaria (all models), Sur-Ron light bee x and Segway 260/160"
magura-mt5,surron-light-bee-x,platform,One-side kit; flip for F or R; typically loses brake-light sensor,https://surronoffroadusa.com/product/magura-mt5-brake-system-1-side-front-or-rear/,medium,"Vendor compatibility: Sur Ron, Talaria, Eride Pro and similar e-bikes"
nab-72v-42ah-street-pack-battery-for-surron-light-bee,surron-light-bee-x,direct,,,high,title says battery for Surron Light Bee
nab-72v-57ah-expedition-battery-for-surron-light-bee,surron-light-bee-x,direct,,,high,title says battery for Surron Light Bee
rfloxa-max-triple-clamp,surron-light-bee-x,adapter,FastAce AHX12RV/ALX13RC or RFLoXa FCG31/32. Talaria needs lower-bearing spacer.,https://www.rflo-xa.com/products/rfloxa-max-triple-clamp-for-fastace-ahx12rv-alx13rc-front-fork-for-surron-talaria,high,"Official: Talaria Sting MX3/MX4/MX5, Sur-Ron Light Bee, and Eride Pro"
shinko-241-275-19,surron-light-bee-x,platform,19in front/rear size; confirm rim width. Sold each.,https://revrides.com/products/shinko-241-for-surron-e-ride-pro-talaria-and-more,medium,REVRides fitment list includes these e-moto models; size 2.75-19 PN 87-4446
shinko-241-300-16,surron-light-bee-x,platform,16in rear — typically a 19/16 conversion not stock 19/19 Ultra Bee,https://revrides.com/products/shinko-241-for-surron-e-ride-pro-talaria-and-more,medium,REVRides same platform list; size 3.00-16 PN 87-4441
skrmod-surron-plus50,surron-light-bee-x,direct,Longer chain required; E-Ride/Talaria are other Skrmod SKUs,https://skrmod.com/products/sur-ron-swingarm-50mm-extended,high,Official compatible vehicle: Surron Light Bee X LBX
tb-moto-brake-caliper-bracket-front,surron-light-bee-x,adapter,Moto caliper + 240mm moto rotor. SS 2.0 only with Fastace fork.,https://tbelectricmoto.com/products/moto-brake-conversion-kit-front-caliper-mounting-bracket,high,TB Electric front bracket fitment list
torp-full-color-display,surron-light-bee-x,direct,,https://chargedcycleworks.com/products/torp-full-color-display,high,"rollers (for SurRon Light Bee,Ultra Bee,Talaria MX3/M"
torp-replacement-plastic-shield-for-surron-light-bee,surron-light-bee-x,direct,,https://chargedcycleworks.com/products/torp-replacement-plastic-shield-for-surron-light-bee,high,ontroller on SurRon Light Bee
torp-surron-light-bee-replacement-wiring-loom,surron-light-bee-x,direct,,https://chargedcycleworks.com/products/replacement-wiring-loom-for-surron-light-bee,high,"atible with Sur-Ron Light Bee S,X,Ultra Bee,Segway X2"
torp-tc1000,surron-light-bee-x,direct,,https://chargedcycleworks.com/products/torp-tc1000-controller,high,Surron Light Bee/X-260; SurRon Ultra Bee
torp-tc1000-controller-for-surron-light-bee-and-segway-x260,surron-light-bee-x,direct,,https://chargedcycleworks.com/products/torp-tc1000-controller-for-surron-light-bee-and-segway-x260-1,high,"Surron Light Bee*,Ultra Bee,Segway X260"
torp-tc500,surron-light-bee-x,direct,,https://chargedcycleworks.com/products/torp-tc500-controller,high,Surron Light Bee/Segway X-260; Talaria S
torp-tc500-controller-for-talaria-sting-mx4,surron-light-bee-x,direct,,https://chargedcycleworks.com/products/torp-tc500-controller-for-talaria-sting-mx4,high,ifically for Surron Light Bee and Talaria Sting MX4
torp-tm25,surron-light-bee-x,direct,TC500 HW1.3+ or TC1000; pulley install per TM25 PDF,https://www.torpmotors.com/torp-motor-tm25-2/,high,Official: fastest motor for the SurRon Light Bee / developed for SurRon LightBee
torp-tm40-pro,surron-light-bee-x,direct,TC1000 only; full drivetrain/brake/battery upgrade required,https://www.torpmotors.com/torp-motor-tm40-2/,high,Official: most powerful motor for SurRon Light Bee; designed for Light Bee
volar-sport-full-brake-kit,surron-light-bee-x,adapter,Order Surron vs Talaria fitment. E-Ride SS 2.0 older RST fork has own adapter; Fastace uses Surron. 14-21in wheels.,https://revrides.com/products/volar-sport-full-brake-kit-front-rear-for-e-ride-pro-sur-ron-talaria-more,high,REVRides bike fitment list names these platforms and Surron vs Talaria mount brackets
vtb-evo-gt-72v-50ah-for-surron-light-bee,surron-light-bee-x,direct,,,high,title says 2V 50Ah (for Surron Light Bee)
vtb-evo-plus-72v-50ah-for-surron-light-bee,surron-light-bee-x,direct,,,high,title says 2V 50Ah (for Surron Light Bee)
warp9-17x250-lbx-eride-79bike,surron-light-bee-x,direct,Supermoto 17x2.50 both ends,https://warp9racing.com/products/surron-light-bee-eride-pro-s-ss-2-0-ventus-79-bike-falcon-19-16-wheel-set-copy-1,high,Official: same platform list as 19/16 LBX/Eride set
warp9-18-21-surron-eride,surron-light-bee-x,adapter,Requires 220mm brake rotor adapters F/R; 21in fork clearance,https://chargedcycleworks.com/products/18-21-complete-wheel-tire-combo-warp9-for-surron-segway,high,Charged: Surron Light Bee (requires 220 brake rotor adapters); E-Ride Pro S (requires adapters)
warp9-18-21-talaria,surron-light-bee-x,incompatible,Charged: using an adapter to fit Warp9 Talaria wheels on Surron voids warranty,https://chargedcycleworks.com/products/18-21-complete-wheel-tire-combo-warp-9-for-talaria,high,Charged: NOT COMPATIBLE WITH SURRON OR E-RIDE
warp9-19-16-lbx-eride-79bike,surron-light-bee-x,direct,Bare wheel reuses OEM rotor/sprocket bolt pattern,https://warp9racing.com/products/lbx-eride-pro-19-16-wheel-set,high,"Official: spec'd for SurRon Light Bee X, E Ride Pro S / SS / 2.0, Ventus, 79Bike Falcon"
warp9-220mm-caliper-adapter,surron-light-bee-x,adapter,OEM 203 to 220mm; OEM/Hope/Hayes calipers,https://warp9racing.com/products/surron-talaria-220mm-caliper-adapter-spacer-kit-collective,high,Official title: Surron/Talaria 220mm Caliper Adapter Spacer Kit
warp9-fastace-drop-crown,surron-light-bee-x,adapter,Only with FastAce AHX12RV/AHX12RVP/ALX13RC. Needs direct bar mount + 220/240 rotor. Not OEM Talaria forks.,https://warp9racing.com/products/fastace-triple-clamps,high,"Official: Talaria Sting MX3/MX4, Sur-Ron Light Bee, and Eride Pro; FastAce AHX12RV & ALX13RC"
warp9-rear-420-sprocket-54t,surron-light-bee-x,direct,54T needs ~110-link chain; stock chain only to 48T,https://gritshift.com/products/warp-9-e-bike-rear-sprocket,high,"GritShift fitment: Sur Ron LBX/S, Segway X160/X260, Talaria MX3/MX4, XXX, E Ride Pro-S/SS/2.0, 79Bike Falcon Pro/GT, Rawr Mantis X/Pro"
warp9-rear-420-sprocket-58t,surron-light-bee-x,direct,58T typically ~112-link on LBX/Sting,https://gritshift.com/products/warp-9-e-bike-rear-sprocket,high,"GritShift fitment: Sur Ron LBX/S, Segway X160/X260, Talaria MX3/MX4, XXX, E Ride Pro-S/SS/2.0, 79Bike Falcon Pro/GT, Rawr Mantis X/Pro"
warp9-rear-420-sprocket-64t,surron-light-bee-x,direct,64T typically ~116-link on LBX/Sting,https://gritshift.com/products/warp-9-e-bike-rear-sprocket,high,"GritShift fitment: Sur Ron LBX/S, Segway X160/X260, Talaria MX3/MX4, XXX, E Ride Pro-S/SS/2.0, 79Bike Falcon Pro/GT, Rawr Mantis X/Pro"
warp9-steerlock-stem-lock,surron-light-bee-x,direct,Falcon S needs Warp 9 bar clamps. Two versions: fender-mount vs no-fender.,https://www.warp9racing.com/product/surron-talaria-stem-lock/,high,"Official tags: Light Bee, Segway, Sting MX3, Sting R-MX4, XXX, Falcon M/S"
charged-fork-seal-service-fix-leaking-seals,surron-ultra-bee,direct,,https://chargedcycleworks.com/products/fork-seal-service-fix-leaking-seals,high,Compatible Models: Sur-Ron Ultra Bee
charged-ultra-bee-72-v-76-ah,surron-ultra-bee,direct,,,high,title says Charged Ultra Bee 72 V 76 Ah
charged-ultra-bee-80-v-76-ah,surron-ultra-bee,direct,,,high,title says Charged Ultra Bee 80 V 76 Ah
charged-ultra-bee-80-v-76-ah-battery-plus-lid-plus-charger-bundle,surron-ultra-bee,direct,,,high,title says Ultra Bee 80 V 76 Ah Battery
dunlop-mx33-70-100-19,surron-ultra-bee,platform,Verify crown/swingarm clearance,https://revrides.com/products/dunlop-geo-max-mx33-for-surron-e-ride-pro-talaria-and-more,medium,REVRides MX33 page fitment list; 70/100-19 called out as e-moto size
dunlop-mx33-90-100-16,surron-ultra-bee,platform,16in rear conversion size,https://revrides.com/products/dunlop-geo-max-mx33-for-surron-e-ride-pro-talaria-and-more,medium,REVRides MX33 page lists 90/100-16 among e-moto sizes
dunlop-mx34-100-100-18,surron-ultra-bee,adapter,Needs 18in rear wheel. Alt size 110/100-18 also offered.,https://www.nacstarusa.com/products/dunlop-mx34-tire-package-surron-ultra-bee-18-21,high,Nacstar Ultra Bee 18/21 package: 100/100-18 rear
dunlop-mx34-80-100-21,surron-ultra-bee,adapter,Needs 21in front wheel (not stock 19). Charged/Nacstar 18/21 Ultra Bee package.,https://www.nacstarusa.com/products/dunlop-mx34-tire-package-surron-ultra-bee-18-21,high,Nacstar: Dunlop MX34 tire package Surron Ultra Bee 18/21 — 80/100-21 front
ebmx-x-9000-controller-race-harness-for-ultra-bee-v2,surron-ultra-bee,direct,,https://chargedcycleworks.com/products/x-9000-controller-race-harness-for-ultra-bee,high,Compatible Models: Sur-Ron Ultra Bee
ebmx-x-9000-v3,surron-ultra-bee,direct,,https://chargedcycleworks.com/products/ebmx-x-9000-controller-air-cooled-heat-sink-1,high,"urRon Light Bee,Ultra Bee; Talaria Sting MX3/"
ebmx-xlb-60-mount-bashguard-and-harness-light-bee,surron-ultra-bee,direct,,https://chargedcycleworks.com/products/ebmx-xlb-60-mount-bashguard-and-harness-set-for-light-bee,high,"n Light Bee S/X,Ultra Bee; Talaria X3/MX3/MX4"
