part_id,category,subcategory,brand,name,product_url,price_usd,availability,voltage,key_spec,notes,source
ebmx-xlb-60-race,motor,mid-drive,EBMX,XLB-60 RACE,https://www.ebmx.com/xlb-60-race,1249.99,available,48-104V,95KV; 50kW peak air-cooled; NJDC 605 encoder; 10P12S Dual-Y,"Official: SurRon Light Bee, Talaria xXx, Eride Pro SS (harness adapters required). Requires upgraded battery. Tuned for EBMX X-9000.",ebmx.com
ebmx-xub-80,motor,mid-drive,EBMX,XUB-80 Air Cooled Ultra Bee,https://www.ebmx.com/xub-80,,available,48-104V,80mm stator; 85-90KV; 52kW burst / 32kW 2min20s air-cooled; encoder,"Official Ultra Bee only. Bigger sibling of XLB-60. AU dealer: X-9000 only, not OEM controller.",ebmx.com
ko-big-block-lbx-x260,motor,mid-drive,KO Moto,Big Block Motor for Surron LBX and Segway 260,https://www.ko-moto.com/product-page/62mm-ko-moto-big-block-motor-for-the-surron-lbx-and-segway-260,1199,sold_out,,Big Block; shop title names LBX + Segway 260,Official shop title is the only fitment text (product page 404). Do not infer Talaria.,ko-moto.com
ko-factory-spec-surron,motor,mid-drive,KO Moto,Factory Spec Sur-Ron Upgrade Motor,https://www.ko-moto.com/ko-sur-ron-upgrade-motor,1059,sold_out,48-100V,IPM; 35kW peak rating; ~10kg; IP69 hall; stock Sur-Ron mounts,Official: drop-in on stock Sur-Ron mounts; connects to KO controller. Shop listing out of stock.,ko-moto.com
ko-factory-spec-talaria,motor,mid-drive,KO Moto,Factory Spec Talaria Upgrade Motor,https://www.ko-moto.com/product-page/ko-factory-spec-talaria-upgrade-motor-purple,1089,sold_out,48-100V,IPM; 35kW peak; 55Nm@60V; 160x53mm stator; 10kg; 2-hole Sting vs 4-hole Sting R bracket,Official: direct drop-in Talaria. Buyer selects bike type for bracket (Sting 2-hole / Sting R 4-hole).,ko-moto.com
ko-rs-surron,motor,mid-drive,KO Moto,RS Sur-Ron Upgrade Motor,https://www.ko-moto.com/ko-sur-ron-upgrade-motor,849,sold_out,48-100V,Lower KV RS wind; 52Nm@60V; IP69; stock Sur-Ron mounts,Official RS motor for Sur-Ron stock mounts. Shop listing out of stock.,ko-moto.com
torp-tm25,motor,mid-drive,Torp,TM25,https://www.torpmotors.com/torp-motor-tm25-2/,~760 EUR,available,48-120V,IPM; 13kW cont; 27kW@72V / 31kW@80V peak; 85KV; 9.8-10kg; PT1000,Official: developed for SurRon Light Bee; mounting options for other vehicles. Works TC500 (HW 1.3+) and TC1000. Hall or encoder.,torpmotors.com
torp-tm40-pro,motor,mid-drive,Torp,TM40 Pro,https://www.torpmotors.com/torp-motor-tm40-2/,1400,available,,IPM encoder; 50kW peak; 19kW cont; 86Nm; 97KV; 12kg; 65mm magnets,Official: most powerful Light Bee motor. NOT compatible with TC500; needs TC1000. Full bike upgrade (chain/sprocket/brakes/battery) required.,torpmotors.com
torp-tm50-pro,motor,mid-drive,Torp,TM50 Pro,https://www.torpmotors.com/tm50pro-3/,~1310 EUR,available,stock UB / 80V 22S rec,IPM encoder; 58kW peak; 24kW cont; 102Nm; 88KV; 14.2kg; 80mm magnets,Official: SurRon Ultra Bee off-road motor. TC1000 only. Works stock UB battery; 80V 22S recommended.,torpmotors.com
torp-tm50-speed,motor,mid-drive,Torp,TM50 Speed,https://www.torpmotors.com/tm50pro-3/,~1310 EUR,available,stock UB / 80V 22S rec,IPM encoder; 55kW peak; 24kW cont; 89Nm; 97KV; 13000 RPM,Official: SurRon Ultra Bee road/speed motor. Same page as TM50 Pro. TC1000 only.,torpmotors.com
metal-case-for-sw102-display,other,,,Metal Case for SW102 Display,https://chargedcycleworks.com/products/metal-case-for-sw102-display-display-not-included,40,In stock; MOQ is 1 unit,N/A (passive case),Voltage Range: N/A (passive case) | Compatible Motors: Fits SW102 display (sold separately) used on X-9000 systems,,controllers
charged-fork-install-kit,other,kit,Charged,Charged Fork Install Kit,https://chargedcycleworks.com/products/fork-install-kit-for-surron-talaria,,,,Bearings and parts for installing forks; exact contents not detailed in snippet | type=Front,,suspension
charged-fork-seal-service-fix-leaking-seals,other,seal,Charged,Charged Fork Seal Service (Fix Leaking Seals),https://chargedcycleworks.com/products/fork-seal-service-fix-leaking-seals,225,,,"SKF low-friction seals, choice of 5 wt/7 wt/10 wt Maxima fork fluid, full disassemble & clean | type=Front",,suspension
ebmx-battery-lid-extension-kit-clean-up-kit,other,accessory,EBMX,EBMX Battery Lid Extension Kit (Clean-Up Kit),https://chargedcycleworks.com/products/ebmx-battery-lid-extension-kit-clean-up-kit,55,In stock (~US $35),-,,,chargedcycleworks.com
ebmx-x-9000-bluetooth-module,other,,EBMX,EBMX X-9000 Bluetooth Module,https://chargedcycleworks.com/products/x-9000-bluetooth-module-1,50,In stock; MOQ: 1 unit,N/A,Compatible Motors: EBMX X-9000 controller,,controllers
ebmx-x-9000-controller-1-2-harness-for-bc351-color-display-v2,other,,EBMX,EBMX X-9000 Controller 1-2 Harness for BC351 Color Display (V2),https://chargedcycleworks.com/products/ebmx-x-9000-controller-1-2-harness-for-bc351-color-display,,In stock (available for immediate purchase). MOQ: 1 unit,48-93 V,Voltage Range: 48-93 V | Peak Phase Current: 1000 A cont / 1500 A burst | Max Power Output: ~60 kW input | Compatible Motors: Works with E-Ride Pro S / SS 2.0 V2 controllers and compatible with Sur-Ron models via full kit,,controllers
ebmx-x-9000-controller-case-for-bc351-display,other,,EBMX,EBMX X-9000 Controller Case for BC351 Display,https://chargedcycleworks.com/products/ebmx-x-9000-controller-case-for-bc351-display-display-not-included,55,In stock; MOQ: 1 unit,48 V-93 V,Voltage Range: 48 V-93 V | Peak Phase Current: 1000 A cont. / 1500 A burst | Max Power Output: Battery current max 500 A | Compatible Motors: BC351 display (works with EBMX X-9000 controller),,controllers
ebmx-x-9000-controller-race-harness-for-ultra-bee-v2,other,,EBMX,EBMX X-9000 Controller Race Harness for Ultra Bee (V2),https://chargedcycleworks.com/products/x-9000-controller-race-harness-for-ultra-bee,100,In stock - MOQ: 1,48 V-110 V,Voltage Range: 48 V-110 V | Peak Phase Current: Same as X-9000 specs | Max Power Output: 50 kW continuous | Compatible Motors: Fits EBMX X-9000 V2 Controllers on Surron Ultra Bee; disables OEM display/light features,,controllers
ebmx-x-9000-e-ride-pro-sr-installation-kit-v3,other,,EBMX,EBMX X-9000 E-Ride Pro SR Installation Kit V3,https://chargedcycleworks.com/products/ebmx-x-9000-e-ride-pro-sr-installation-kit-v3,189,Out of stock - MOQ 1,Not listed,Voltage Range: Not listed | Peak Phase Current: Presumably same as above | Max Power Output: Not listed | Compatible Motors: V3 EBMX X-9000 + E-Ride Pro SR motor,,controllers
ebmx-x-9000-e-ride-pro-v3-power-loom,other,,EBMX,EBMX X-9000 E-Ride Pro V3 Power Loom,https://chargedcycleworks.com/products/x-9000-eride-pro-v3-power-loom,57,Sold out - MOQ: 1,48 V-110 V (rated 120 V),"Voltage Range: 48 V-110 V (rated 120 V) | Peak Phase Current: 1000 A cont., 1600 A burst | Max Power Output: 50 kW continuous | Compatible Motors: Compatible with EBMX X-9000 Controllers V2; required for updated ProSS 3.0 battery systems (chargedcycleworks.com)",,controllers
ebmx-x-9000-programming-cable,other,,EBMX,EBMX X-9000 Programming Cable,https://chargedcycleworks.com/products/ebmx-x-9000-programming-cable-copy,69,In stock; MOQ is 1 unit,48-93 V,Voltage Range: 48-93 V | Peak Phase Current: 1500 A (burst) | Max Power Output: ~46.5 kW (93 V × 500 A) | Compatible Motors: Works with X-9000 controller,,controllers
ebmx-x-9000-talaria-xxx-harness-brackets-plus-bashguard,other,,EBMX,EBMX X-9000 Talaria XXX Harness Brackets + Bashguard,https://chargedcycleworks.com/products/x-9000-talaria-xxx-harness-brackets-bashguard-excludes-controller,100,In stock; MOQ is 1 unit,N/A (mechanical),Voltage Range: N/A (mechanical) | Peak Phase Current: N/A (mechanical) | Compatible Motors: For Talaria XXX; choose V2 or V3 X-9000 controller,,controllers
ebmx-xlb-60-mount-and-harness-e-ride,other,,EBMX,EBMX XLB-60 Mount & Harness (e-Ride),https://chargedcycleworks.com/products/ebmx-xlb-60-mount-and-harness-set-for-e-ride,50,Sold out; MOQ typically 1 unit,48 V - 104 V,"Voltage Range: 48 V - 104 V | Peak Phase Current: 900 A | Max Power Output: 35 kW (≈47 hp) | Compatible Motors: E-Ride Pro series (E-Ride Pro,Mini,S,SS,SR)",,controllers
ebmx-xlb-60-mount-bashguard-and-harness-light-bee,other,,EBMX,"EBMX XLB-60 Mount, Bashguard & Harness (Light Bee)",https://chargedcycleworks.com/products/ebmx-xlb-60-mount-bashguard-and-harness-set-for-light-bee,50,Sold out; MOQ typically 1 unit,48 V - 104 V,"Voltage Range: 48 V - 104 V | Peak Phase Current: 900 A | Max Power Output: 35 kW (≈47 hp) | Compatible Motors: Surron Light Bee S/X,Ultra Bee; Talaria X3/MX3/MX4/MX5; Ventus One/One +; Zero XB/XE (chargedcycleworks.com,chargedcycleworks.com)",,controllers
ebmx-yss-spring-for-ebmx-shock,other,,EBMX,EBMX YSS Spring for EBMX Shock,https://chargedcycleworks.com/products/ebmx-yss-spring-for-ebmx-shock,200,,,"Available Spring Rates: 70 N·m, 80 N·m, 90 N·m, 100 N·m, 115 N·m, 125 N·m- Compatible with EBMX shocks- Rider weight and swing arm length affect spring selection- Sizing guide: • Stock swing arm (65-75 kg): 80 N/mm • Stock swing arm (85-95  | type=Rear",,suspension
ebmx-x-9000-controller-e-ride-pro-harness-plus-mounting-kit-plus-bashguard-v3,other,,EBMX,X-9000 Controller E-Ride Pro Harness + Mounting Kit + Bashguard V3,https://chargedcycleworks.com/products/x-9000-controller-eride-pro-harness-mounting-kit-and-bashguard-v3,189,Low stock (19 units listed); backordered status indicates only ~19 available now. MOQ: 1 unit,"48-110 V (working), ≤120 V max","Voltage Range: 48-110 V (working), ≤120 V max | Peak Phase Current: 1000 A cont / 1600 A burst | Max Power Output: 50 kW continuous | Compatible Motors: Designed for E-Ride Pro S / SS 2.0 (V3 battery connector). Does not fit SS 3.0 or SR models (chargedcycleworks.com)",,controllers
ebmx-x-9000-controller-race-harness-for-light-bee,other,,EBMX,X-9000 Controller Race Harness for Light Bee,https://chargedcycleworks.com/products/x-9000-controller-race-harness-for-light-bee,100,"In stock - sold per unit, no MOQ",48 - 110 V (input 48-120 V),"Voltage Range: 48 - 110 V (input 48-120 V) | Peak Phase Current: 1,600 A burst / 1,000 A cont. | Max Power Output: 50 kW continuous | Compatible Motors: Designed for EBMX X-9000 and EBMX encoder motors; includes hall-motor adaptor",,controllers
ebmx-x-9000-qs138-harness,other,,EBMX,X-9000 QS138 Harness,https://chargedcycleworks.com/products/x-9000-qs138-harness-1,125,In stock - MOQ 1,Not listed,Voltage Range: Not listed | Peak Phase Current: 460 A RMS (≈800 A peak) | Max Power Output: Not listed | Compatible Motors: QS138 70H & 90H (V2 X-9000 controller) (chargedcycleworks.com),,controllers
ext-ferro-brake-adapter-e-ride-pro-3-0-sr,other,,EXT,EXT Ferro Brake Adapter (E-Ride Pro 3.0 / SR),https://chargedcycleworks.com/products/ext-ferro-brake-adapter-for-e-ride-pro-3-0-sr,55,,,• Fits modern E-Ride Pro 3.0 / SR brakes to EXT Ferro front fork• Works with both “Brake 1” and “Brake 2” styles | type=Front,,suspension
ext-spring-for-ext-arma-mx,other,,EXT,EXT Spring for EXT Arma MX,https://chargedcycleworks.com/products/spring-for-ext-arma-mx,155,,,- Replacement spring for EXT Arma MX shock - Available in multiple spring rates - Steel construction - Fits EXT Arma MX only | type=Rear,,suspension
fastace-fork-custom-tune-service,other,service,FastAce,FastAce Fork CUSTOM TUNE SERVICE,https://chargedcycleworks.com/products/fastace-fork-tune-surron-talaria,,,,"Service includes: disassembly, new SKF seals, oil, custom shim stacks, weight-specific springs (50-65 lb-in), upgraded valving, new hub o-rings, fork guard stickers. Turnaround ~2 weeks. Heavy-cleaning or bent forks incur extra charges | type=Front",,suspension
fastace-steering-rubber-bumper,other,,FastAce,FastAce Steering Rubber Bumper,https://chargedcycleworks.com/products/steering-rubber-bumper,10.99,,,Replacement rubber bump stop for FastAce suspension | type=Front,,suspension
kke-replacement-spring-for-rear-shock,other,,KKE,KKE Replacement Spring for Rear Shock,https://www.kkeracing.com/products/kke-rear-absorber-suspension-shock-spring-replacement-for-sur-ron-light-bee-x-electric-dirtbike-650lbs,49.99,,,"'- Length: 180 mm (350-550 lb), 190 mm (650 lb) - Material: 55SiCr steel (350), 7050-T6 aluminum (550/650) - Color: Black or Red - OEM: 450 lb | type=Rear",,kkeracing.com
skf-fork-seal-kit,other,seal,SKF,SKF Fork Seal Kit,https://chargedcycleworks.com/products/skf-fork-seal-kit-for-surron-talaria,39.99,,,Industrial-grade SKF seals with integrated dust & oil lips; kit includes enough for one fork leg. Requires two kits for both legs (chargedcycleworks.com) | type=Front,,suspension
sirris-f43-fork-spring-single,other,spring,Sirris,Sirris F43 Fork Spring (single),https://chargedcycleworks.com/products/sirris-f43-fork-spring-single,36,,,"4.0, 4.4, 4.8, 5.0, 5.4, 5.8 N·m | type=Front",,suspension
sirris-r46-rear-shock-spring,other,,Sirris,Sirris R46 Rear Shock Spring,https://chargedcycleworks.com/products/sirris-r46-rear-shock-spring,95,,,"Available Spring Rates: 75 N·m, 85 N·m, 90 N·m, 95 N·m, 105 N·m, 115 N·m- Designed for Sirris R46 shocks- Recommended to increase spring rate with heavier battery- Requires spring compressor due to short shock length- Max preload: 20 mm | type=Rear",,suspension
surron-ultra-bee-oem-fork-seal-replacement-kit,other,seal,Surron,Surron Ultra Bee - OEM Fork Seal Replacement Kit,https://chargedcycleworks.com/products/ultra-bee-oem-seal-replacement-kit,49,,,2 dust seals & 2 oil seals for stock front fork | type=Front,,suspension
tech-e39-replacement-fork-springs,other,spring,TECH,TECH E39 Replacement Fork Springs,https://chargedcycleworks.com/products/tech-e39-replacement-fork-springs,50,,,"• For fine-tuning TECH E39 front fork• Available in Extra-Soft, Medium, Extra-Hard spring rates | type=Front",,suspension
talaria-factory-fork-tune-charged-cycle-works,other,service,Talaria,Talaria Factory Fork Tune (Charged Cycle Works),https://chargedcycleworks.com/products/talaria-factory-fork-tune,,,,"'- Full rebuild & tune of Talaria Factory forks- Weight-based tuning; 65 lb custom spring option for heavier riders (200 lb+)- Fork lower-leg service, dust wiper seals, damper bleed, spring upgrade, adapter plates, coil installation, bolt u | type=Front",,suspension
torp-surron-light-bee-replacement-wiring-loom,other,,Torp,Torp SurRon Light Bee Replacement Wiring Loom,https://chargedcycleworks.com/products/replacement-wiring-loom-for-surron-light-bee,58,In stock. MOQ: 1 unit,N/A,"Compatible Motors: Compatible with Sur-Ron Light Bee S,X,Ultra Bee,Segway X260,TM25 - supports Torp TC500/TC1000 controllers",,controllers
warp-9-front-fender-adapter-warp-9-steerlock,other,,Warp 9,Front Fender Adapter (Warp 9 Steerlock),https://chargedcycleworks.com/products/front-fender-adapter-warp9,21,,,"• Mounts OEM-style Surron front fender to Warp 9 Steerlock• Not compatible with conventional forks (Fox 40, RST, DVO, etc.) (chargedcycleworks.com, chargedcycleworks.com) | type=Front",,suspension
warp-9-rst-front-fork-axle-titanium,other,axle,Warp 9,Warp 9 RST Front Fork Axle (Titanium),https://chargedcycleworks.com/products/rst-front-fork-axle-warp-9,179,,,- Titanium axle nut resists stripping/breaking OEM nut- Made from 7075-T6 hardened aluminum- Uses OEM 8 mm Allen wrench- Left-hand thread labeled “Left turn reminder”; right-hand thread marked on axle end- Anodized to prevent corrosion- Fit | type=Front,,suspension
wolf-tooth-zero-stack-upper-headset-zs44-28-6,other,,Wolf Tooth,Wolf Tooth Zero Stack Upper Headset ZS44/28.6,https://chargedcycleworks.com/products/zero-stack-upper-headset-zs44-28-6-by-wolf-tooth,,,,"Replaces tall motorcycle-style headset with a slim 6 mm zero-stack unit, reducing head-tube length by 1⁄2′′. Machined from 6061 aluminum with triple-seal design; Premium includes stainless steel Enduro bearings and lifetime warranty (charge | type=Front",,suspension
torp-replacement-plastic-shield-talaria-mx3-mx4,plastics,,Torp,Torp Replacement Plastic Shield (Talaria MX3/MX4),https://chargedcycleworks.com/products/torp-replacement-plastic-shield-for-surron-talaria-mx3-mx4,42,In stock - MOQ 1,N/A,Compatible Motors: Fits Talaria MX3/MX4; compatible with Torp TC500 & TC1000 controllers,,controllers
torp-replacement-plastic-shield-for-surron-light-bee,plastics,,Torp,Torp Replacement Plastic Shield for SurRon Light Bee,https://chargedcycleworks.com/products/torp-replacement-plastic-shield-for-surron-light-bee,43,Out of stock / Sold out; MOQ: 1 unit,N/A,Compatible Motors: Torp TC500 controller on SurRon Light Bee,,controllers
ebmx-rear-shock-for-e-ride-pro,shock,rear,EBMX,EBMX Rear Shock for E-Ride Pro,https://chargedcycleworks.com/products/ebmx-rear-shock-for-eride-pro,989,,,"Spring Rates: 70, 80, 100, 115, 125 N/mmRecommended Rider Weight: 140-165 lb (70-80 N/mm), 165-190 lb (80 N/mm), 190-210 lb (100 N/mm), 210+ lb (100-115 N/mm)Adjustments: High/low-speed compression damping, rebound clickerDesign: Large oil  | type=Rear",,suspension
ext-arma-rear-shock-for-sur-ron,shock,rear,EXT,EXT Arma rear shock for Sur-ron,https://chargedcycleworks.com/products/ext-arma-rear-shock-for-sur-ron,,,,"• 10.5′′ (267 mm) eye-to-eye length• 3.5′′ (≈90 mm) stroke• Includes spring: 400/450/500 lb• Re-designed robust body• Hydraulic bottom-out circuit (HBC)• Tunable LSC, HSC, rebound | type=Rear",,suspension
ext-rea-mx-rear-shock-for-surron-ultra-bee,shock,rear,EXT,EXT Rea MX rear shock for Surron Ultra Bee,https://chargedcycleworks.com/products/ext-rea-mx-rear-shock-for-surron-ultra-bee,,,,"• High-flow main piston• 40 mm damper body• 16 mm shaft• 4-way adjustable: LSC, HSC, LSR, HBC• Built for MX-style stroke (~85-90 mm est.) | type=Rear",,suspension
kke-modified-rear-suspension-shock,shock,rear,KKE,KKE Modified Rear Suspension Shock,https://chargedcycleworks.com/products/kke-brand-new-modified-rear-suspension-shock-for-surron-light-bee-x-2019-2024-collective,,,,- Designed for Light Bee X 2019-2024 - Enhanced rebound and compression - Preset damping - Plug-and-play compatibility | type=Rear,,suspension
kke-performance-upgraded-rear-suspension-shock,shock,rear,KKE,KKE Performance / Upgraded Rear Suspension Shock,https://chargedcycleworks.com/products/kke-performance-upgraded-rear-suspension-shock,249.99,,,No detailed specs listed. Typically mirrors OEM dimensions with upgraded internals. Designed for improved performance with adjustable damping and heavier spring options. | type=Rear,,suspension
rfloxa-rab53rv-rear-shock,shock,rear,RFloXa,RFloXa RAB53RV Rear Shock,https://www.rflo-xa.com/products/rfloxa-rab53rv-rear-shock-for-surron-talaria-sting-light-bee,259,,,"Spring Rates: 450, 550, 600 lb/inRecommended Rider Weight: 450 lb/in (175-200 lb), 550 lb/in (200-250 lb), 600 lb/in (250-300 lb)Adjustments: Rebound damping, high/low-speed compressionDesign: External nitrogen reservoir, oil-gas separation | type=Rear",,rflo-xa.com
sirris-r46-shock-for-surron-ultra-bee,shock,rear,Sirris,Sirris R46 Shock for Surron Ultra Bee,https://chargedcycleworks.com/products/sirris-r46-shock-for-surron-ultra-bee,1000,,,• 46 mm piston• 320 mm eye-to-eye length• 85 mm stroke• 16 mm shaft (5.5 mm ID)• Seamless 6061 aluminum body• Steel spring with piggyback reservoir• Tunable compression and rebound | type=Rear,,suspension
vonkat-tenfive-v2-shock,shock,rear,Vonkat,Vonkat TENfive V2 Shock,https://chargedcycleworks.com/products/vonkat-tenfive-shock-for-surron-talaria-segway,699,,,"Spring Options: 450 lb/in (3.69), 525 lb/in (3.66)Recommended Rider Weight: < 200 lb (450 lb/in), > 200 lb (525 lb/in)Features: Titanium Nitride-coated chromed shaft, spherical rebound bearing, enlarged reservoir and IFP, NOK seals, Fuchs s | type=Rear",,suspension
ebmx-extended-swingarm,swingarm,+60mm,EBMX,Extended Swingarm +60mm,https://chargedcycleworks.com/products/ebmx-extended-swingarm,789,available,,+60mm wheelbase; 7075-T6; 54-58T and 64T sprocket support; 3.5kg,Charged: Light Bee; E Ride Pro S; SS 2.0; CCW Edition SS 3.0/SR. Official EBMX also names Segway X160/X260. Talaria coming soon — do not list. Not Sirris R38. Chain not included.,chargedcycleworks.com
ko-swingarm-surron-plus50,swingarm,+50mm,KO Moto,Swing Arm Upgrade for Sur-Ron,https://www.ko-moto.com/product-page/ko-swing-arm-upgrade-for-sur-ron,749,sold_out,,+50mm vs stock; 6061 CNC; ~2.9kg; stunt pegs + chain protector,Official KO page is Sur-Ron. ECR/Darwin add Segway X160/X260. Not Talaria.,ko-moto.com
skrmod-surron-plus50,swingarm,+50mm,Skrmod,Sur-Ron Super Reinforced 50mm Extended Swingarm,https://skrmod.com/products/sur-ron-swingarm-50mm-extended,,available,,+50mm; slightly wider than stock (~3mm),Official vehicle model: Surron Light Bee X. Page points E-Ride and Talaria to other SKUs. Longer chain required.,skrmod.com
skrmod-talaria-plus50,swingarm,+50mm,Skrmod,Talaria Sting R Swingarm 50mm Extended (Street),https://skrmod.com/products/talaria-sting-r-swingarm-50mm-extended,699,available,,+50mm; 170mm inner vs stock 158mm; 6061-T6; 3.68kg,"Official: Talaria Sting R MX5 Pro, MX4, MX3. Longer chain required. Street version not for high-intensity off-road.",skrmod.com
domino-potentiometer-throttle-plug-and-play-diy,throttle,potentiometer,Domino,Domino Potentiometer Throttle (plug-and-play / DIY),https://chargedcycleworks.com/products/domino-potentiometer-throttle-with-oem-surron-segway-connector,,Out of stock / MOQ not specified,"0-5 kΩ, up to 40 V potentiometer","Voltage Range: 0-5 kΩ, up to 40 V potentiometer | Compatible Motors: Designed for aftermarket controllers (TC1000/TC500/etc.); plug-&-play tailored for Surron Light Bee and Segway/Talaria connectors",,controllers
ebmx-x-9000-thumb-throttle,throttle,thumb,EBMX,X-9000 Thumb Throttle,https://chargedcycleworks.com/products/x-9000-controller-thumb-throttle,35,"In stock - sold per unit, no MOQ",- (per controller),Voltage Range: - (per controller) | Max Power Output: - than controller's spec | Compatible Motors: Compatible with X-9000 via 2-1 cable,,controllers
etm-rtr-oem-throttle-with-grips,throttle,,ETM,ETM RTR OEM Throttle (with grips),https://chargedcycleworks.com/products/etm-rtr-oem-throttle,41,Sold out; MOQ typically 1 unit,72 V,Voltage Range: 72 V | Peak Phase Current: Not listed | Max Power Output: 8 kW | Compatible Motors: ETM RTR models (Surron derivative),,controllers
torp-thumb-throttle-for-regenerative-braking,throttle,thumb,Torp,Torp Thumb Throttle for Regenerative Braking,https://chargedcycleworks.com/products/torp-thumb-throttle-for-regenerative-braking,75,Sold out - MOQ 1 (individual unit only),Not separately rated,Voltage Range: Not separately rated | Peak Phase Current: Not separately rated | Compatible Motors: Torp-compatible controllers (TC series) + other regen-capable systems,,controllers
dunlop-mx33-90-100-16,tire,motocross,Dunlop,Geomax MX33 90/100-16,https://revrides.com/products/dunlop-geo-max-mx33-for-surron-e-ride-pro-talaria-and-more,,available,,90/100-16 51M WT; Dunlop 330228,REVRides e-moto size listing for 16in rear conversions.,revrides.com
dunlop-mx33-70-100-19,tire,motocross,Dunlop,Geomax MX33F 70/100-19,https://revrides.com/products/dunlop-geo-max-mx33-for-surron-e-ride-pro-talaria-and-more,,available,,70/100-19 42M WT; Dunlop 330225,REVRides e-moto size listing. Verify swingarm/fork clearance. Soft-intermediate MX.,revrides.com
dunlop-mx34-100-100-18,tire,motocross,Dunlop,Geomax MX34 100/100-18,https://www.nacstarusa.com/products/dunlop-mx34-tire-package-surron-ultra-bee-18-21,~175,available,,100/100-18 59M TT; Dunlop 640326,Nacstar Ultra Bee 18/21 package rear (alt 110/100-18). Needs 18in wheel.,nacstarusa.com
dunlop-mx34-80-100-21,tire,motocross,Dunlop,Geomax MX34F 80/100-21,https://www.nacstarusa.com/products/dunlop-mx34-tire-package-surron-ultra-bee-18-21,~175,available,,80/100-21 51M TT; Dunlop 640370,Nacstar/Charged sell this size as Ultra Bee 18/21 package front. Needs 21in wheel.,nacstarusa.com
shinko-241-275-19,tire,trial/hybrid,Shinko,SR241 2.75-19 (87-4446),https://revrides.com/products/shinko-241-for-surron-e-ride-pro-talaria-and-more,,available,,2.75-19 43P TT; PN 87-4446,REVRides lists Light Bee / Segway / Talaria Sting / XXX / Eride / 79Bike / Ultra Bee / Rawrr among others. 19in front size. Sold individually.,revrides.com
shinko-241-300-16,tire,trial/hybrid,Shinko,SR241 3.00-16 (87-4441),https://revrides.com/products/shinko-241-for-surron-e-ride-pro-talaria-and-more,,available,,3.00-16 43P TT; PN 87-4441,Same REVRides platform list. 16in rear size used on 19/16 conversions.,revrides.com
rfloxa-max-triple-clamp,triple_clamp,drop crown,RFLoXa,MAX Drop Crown Triple Clamp,https://www.rflo-xa.com/products/rfloxa-max-triple-clamp-for-fastace-ahx12rv-alx13rc-front-fork-for-surron-talaria,,available,,16mm wider; 17mm drop; flange rotor spacer; FastAce AHX12RV/ALX13RC + RFLoXa FCG31/32,"Official: MX3/MX4/MX5, Light Bee, Eride Pro. Talaria lower bearing needs spacer (unlike Surron). Not Volar/Rippin Moto.",rflo-xa.com
rfloxa-max-drop-crown,triple_clamp,,RFloXa,RFLoXa MAX Drop Crown,https://www.rflo-xa.com/products/rfloxa-max-triple-clamp-for-hawk31pro-hawk32-front-fork-for-surron-talaria-sting,230,,,Colored triple clamp (drop crown) for RFLoXa MAX forks; allows color swap of clamp | type=Front,,rflo-xa.com
warp9-fastace-drop-crown,triple_clamp,drop crown,Warp 9,FastAce Drop Crown Triple Clamps,https://warp9racing.com/products/fastace-triple-clamps,439,available,,20mm wider; 1in drop; 220/240mm rotor adapter; SKU S-FASTACECLAMP-1,"Official: MX3/MX4, Light Bee, Eride Pro. FastAce AHX12RV / AHX12RVP / ALX13RC only. Not OEM Talaria factory forks. Not Volar, MX5, or Rippin Moto brake systems. Needs direct bar mount.",warp9racing.com
warp9-steerlock-stem-lock,triple_clamp,headset lock,Warp 9,Stem Lock / Steerlock,https://warp9racing.com/products/stem-lock,39,available,,Full-length steerer rod; fender-mount nut; SKU S-STEERLOCK family,"Official tags: Light Bee, Segway, Sting MX3, Sting R-MX4, XXX, Falcon M/S. 79Bike Falcon S needs Warp 9 bar clamps. TB Electric dealer list also names MX5, XXX Pro, E-Ride SS 1/2/3, SR, X260.",warp9racing.com
ion-18-21-surron-lbx,wheel,18/21 set,ION,Surron Light Bee 18/21 Wheelset,https://chargedcycleworks.com/products/ion-surron-light-bee-18-21-wheelset,599,available,,21x1.60 36H F / 18x1.85 36H R; 6082-T6 hub; 7050-T6 rim,Charged fitment: Surron Light Bee only. Dished for moto tires without rub.,chargedcycleworks.com
kke-19-16-excel-surron-eride,wheel,19/16 Excel set,KKE,16/19 Wheels w/ Excel Takasago Rims (no tires),https://chargedcycleworks.com/products/kke-19-16-e-moto-wheels-excel-takasago-rims-fit-surron-light-bee-x-e-ride-pro-ss-collective,869,available,,1.6x19 F / 1.85x16 R; 6082-T6 hub; 7050-T6 Excel rims,"Charged fitment: Light Bee S/X, E Ride Pro S, E Ride Pro SS 2.0, Ventus One. Ventus Plus needs OEM LBX front spacers.",chargedcycleworks.com
kke-19-16-talaria,wheel,19/16 set,KKE,Talaria 16/19 Billet Wheel Set,https://gritshift.com/products/kke-racing-16-19-billet-upgraded-wheel-set,,available,,1.6x19 F / 1.85x16 R; 6082-T6 hub; 10g spokes,"GritShift fitment: Talaria Sting MX3, MX4, XXX. PSM Excel variant same Talaria list.",gritshift.com
